address;source_location;insn;indent
0x1270;:0;ENDBR64;
0x1274;:0;PUSH	%R15;
0x23d4;:0;MOV	%R14,%RDX;
0x23d7;:0;XOR	%ESI,%ESI;
0x23d9;:0;MOV	%R11,0x38(%RSP);
0x23de;:0;MOV	%R9,(%RSP);
0x23e2;:0;MOV	%R8,0x30(%RSP);
0x23e7;:0;MOV	%RCX,0x20(%RSP);
0x23ec;:0;MOVAPS	%XMM1,0x40(%RSP);
0x23f1;:0;CALL	1160 <.plt.sec@start+0x50>;
0x23f6;:0;MOV	%R14,%RDX;
0x23f9;:0;XOR	%ESI,%ESI;
0x23fb;:0;MOV	%R12,%RDI;
0x23fe;:0;CALL	1160 <.plt.sec@start+0x50>;
0x2403;:0;MOV	(%RSP),%RDI;
0x2407;:0;MOV	%R14,%RDX;
0x240a;:0;XOR	%ESI,%ESI;
0x240c;:0;CALL	1160 <.plt.sec@start+0x50>;
0x2411;:0;MOV	%R14,%RDX;
0x2414;:0;XOR	%ESI,%ESI;
0x2416;:0;MOV	%R13,%RDI;
0x2419;:0;CALL	1160 <.plt.sec@start+0x50>;
0x241e;:0;MOV	(%RSP),%R9;
0x2422;:0;MOV	0x20(%RSP),%RCX;
0x2427;:0;MOV	0x30(%RSP),%R8;
0x242c;:0;MOV	0x38(%RSP),%R11;
0x2431;:0;MOVAPD	0x40(%RSP),%XMM1;
0x2437;:0;MOVAPS	%XMM1,(%RSP);
0x243b;:0;MOV	%RBP,%RDX;
0x243e;:0;MOV	%R11,%RDI;
0x2441;:0;PUSH	%RSI;
0x2442;:0;LEA	0xb0(%RSP),%R14;
0x244a;:0;PUSH	%R14;
0x244c;:0;PUSH	%R9;
0x244e;:0;MOV	%R13,%R9;
0x2451;:0;PUSH	%RCX;
0x2452;:0;MOV	0x38(%RSP),%RSI;
0x2457;:0;MOV	%R12,%RCX;
0x245a;:0;CALL	2fd0 <_ZL9conj_gradPKiS0_PKdPdS2_S3_S3_S3_S3_>;
0x245f;:0;ADD	$0x20,%RSP;
0x2463;:0;TEST	%EBX,%EBX;
0x2465;:0;LEA	0x1(%RBX),%EDX;
0x2468;:0;MOVAPD	(%RSP),%XMM1;
0x246d;:0;JE	2921 <main+0x16b1>;
0x2473;:0;MOV	%EDX,%ECX;
0x2475;:0;XOR	%EAX,%EAX;
0x2477;:0;PXOR	%XMM2,%XMM2;
0x247b;:0;SHR	$0x1,%ECX;
0x247d;:0;MOV	%RAX,%RSI;(11) 
0x2480;:0;ADD	$0x1,%RAX;(11) 
0x2484;:0;SAL	$0x4,%RSI;(11) 
0x2488;:0;MOVUPD	(%R12,%RSI,1),%XMM0;(11) 
0x248e;:0;MULPD	%XMM0,%XMM0;(11) 
0x2492;:0;ADDPD	%XMM0,%XMM2;(11) 
0x2496;:0;CMP	%ECX,%EAX;(11) 
0x2498;:0;JB	247d <main+0x120d>;(11) 
0x249a;:0;MOVAPD	%XMM2,%XMM0;
0x249e;:0;UNPCKHPD	%XMM2,%XMM0;
0x24a2;:0;ADDPD	%XMM2,%XMM0;
0x24a6;:0;TEST	$0x1,%DL;
0x24a9;:0;JE	24c0 <main+0x1250>;
0x24ab;:0;MOV	%EDX,%EAX;
0x24ad;:0;AND	$-0x2,%EAX;
0x24b0;:0;CLTQ;
0x24b2;:0;MOVSD	(%R12,%RAX,8),%XMM2;
0x24b8;:0;MULSD	%XMM2,%XMM2;
0x24bc;:0;ADDSD	%XMM2,%XMM0;
0x24c0;:0;SQRTSD	%XMM0,%XMM0;
0x24c4;:0;MOVSD	0x28(%RSP),%XMM2;
0x24ca;:0;DIVSD	%XMM0,%XMM2;
0x24ce;:0;CMP	$0x1,%EBX;
0x24d1;:0;JBE	2ad0 <main+0x1860>;
0x24d7;:0;LEA	0x8(%R12),%RCX;
0x24dc;:0;XOR	%EAX,%EAX;
0x24de;:0;CMP	%RCX,%RBP;
0x24e1;:0;JNE	2a87 <main+0x1817>;
0x24e7;:0;MOVSD	(%R12,%RAX,8),%XMM0;(2) 
0x24ed;:0;MULSD	%XMM2,%XMM0;(2) 
0x24f1;:0;MOVSD	%XMM0,(%RBP,%RAX,8);(2) 
0x24f7;:0;ADD	$0x1,%RAX;(2) 
0x24fb;:0;CMP	%EAX,%EBX;(2) 
0x24fd;:0;JGE	24e7 <main+0x1277>;(2) 
0x24ff;:0;MOV	0x10(%RSP),%RAX;
0x2504;:0;SUB	%RBP,%RAX;
0x2507;:0;TEST	$0x10,%AL;
0x2509;:0;JE	251d <main+0x12ad>;
0x250b;:0;MOV	0x10(%RSP),%RAX;
0x2510;:0;LEA	0x10(%RBP),%R15;
0x2514;:0;MOVUPS	%XMM1,(%RBP);
0x2518;:0;CMP	%RAX,%R15;
0x251b;:0;JE	2534 <main+0x12c4>;
0x251d;:0;MOV	0x10(%RSP),%RAX;(3) 
0x2522;:0;MOVUPS	%XMM1,(%R15);(3) 
0x2526;:0;ADD	$0x20,%R15;(3) 
0x252a;:0;MOVUPS	%XMM1,-0x10(%R15);(3) 
0x252f;:0;CMP	%RAX,%R15;(3) 
0x2532;:0;JNE	251d <main+0x12ad>;(3) 
0x2534;:0;MOVSD	0x28(%RSP),%XMM7;
0x253a;:0;XOR	%EDI,%EDI;
0x253c;:0;LEA	0x2026(%RIP),%RBX;
0x2543;:0;MOVSD	%XMM7,0x927c0(%RBP);
0x254b;:0;MOV	$0x1,%EBP;
0x2550;:0;CALL	3e80 <_Z10timer_stopi>;
0x2555;:0;XOR	%EDI,%EDI;
0x2557;:0;CALL	3ef0 <_Z10timer_readi>;
0x255c;:0;MOV	$0x2,%EDI;
0x2561;:0;MOV	$0x1,%EAX;
0x2566;:0;LEA	0x1b63(%RIP),%RSI;
0x256d;:0;CALL	1170 <.plt.sec@start+0x60>;
0x2572;:0;MOV	$0x1,%EDI;
0x2577;:0;CALL	3e30 <_Z11timer_starti>;
0x257c;:0;MOV	0x3aae(%RIP),%EDX;(4) 
0x2582;:0;TEST	%EDX,%EDX;(4) 
0x2584;:0;JNE	297a <main+0x170a>;(4) 
0x258a;:0;SUB	$0x8,%RSP;(4) 
0x258e;:0;MOV	0x3adb(%RIP),%R9;(4) 
0x2595;:0;MOV	0x3aec(%RIP),%R8;(4) 
0x259c;:0;MOV	0x3ad5(%RIP),%RCX;(4) 
0x25a3;:0;MOV	0x3ad6(%RIP),%RDX;(4) 
0x25aa;:0;PUSH	%R14;(4) 
0x25ac;:0;PUSHQ	0x3aae(%RIP);(4) 
0x25b2;:0;MOV	0x3af7(%RIP),%RSI;(4) 
0x25b9;:0;MOV	0x3af8(%RIP),%RDI;(4) 
0x25c0;:0;PUSHQ	0x3aa2(%RIP);(4) 
0x25c6;:0;CALL	2fd0 <_ZL9conj_gradPKiS0_PKdPdS2_S3_S3_S3_S3_>;(4) 
0x25cb;:0;ADD	$0x20,%RSP;(4) 
0x25cf;:0;MOV	0x3a73(%RIP),%EAX;(4) 
0x25d5;:0;SUB	0x3a71(%RIP),%EAX;(4) 
0x25db;:0;JS	29f5 <main+0x1785>;(4) 
0x25e1;:0;MOV	0x3a98(%RIP),%RDX;(4) 
0x25e8;:0;MOV	0x3a89(%RIP),%RCX;(4) 
0x25ef;:0;LEA	0x1(%RAX),%EDI;(4) 
0x25f2;:0;TEST	%EAX,%EAX;(4) 
0x25f4;:0;JE	2a7a <main+0x180a>;(4) 
0x25fa;:0;MOV	%EDI,%ESI;(4) 
0x25fc;:0;PXOR	%XMM2,%XMM2;(4) 
0x2600;:0;XOR	%EAX,%EAX;(4) 
0x2602;:0;SHR	$0x1,%ESI;(4) 
0x2604;:0;MOVAPD	%XMM2,%XMM3;(4) 
0x2608;:0;SAL	$0x4,%RSI;(4) 
0x260c;:0;NOPL	(%RAX);(4) 
0x2610;:0;MOVUPD	(%RCX,%RAX,1),%XMM0;  (9) 
0x2615;:0;MOVUPD	(%RDX,%RAX,1),%XMM1;  (9) 
0x261a;:0;ADD	$0x10,%RAX;  (9) 
0x261e;:0;MULPD	%XMM0,%XMM1;  (9) 
0x2622;:0;MULPD	%XMM0,%XMM0;  (9) 
0x2626;:0;ADDPD	%XMM1,%XMM3;  (9) 
0x262a;:0;ADDPD	%XMM0,%XMM2;  (9) 
0x262e;:0;CMP	%RSI,%RAX;  (9) 
0x2631;:0;JNE	2610 <main+0x13a0>;  (9) 
0x2633;:0;MOVAPD	%XMM2,%XMM1;(4) 
0x2637;:0;UNPCKHPD	%XMM2,%XMM1;(4) 
0x263b;:0;ADDPD	%XMM2,%XMM1;(4) 
0x263f;:0;MOVAPD	%XMM3,%XMM2;(4) 
0x2643;:0;UNPCKHPD	%XMM3,%XMM2;(4) 
0x2647;:0;ADDPD	%XMM3,%XMM2;(4) 
0x264b;:0;TEST	$0x1,%DIL;(4) 
0x264f;:0;JE	2672 <main+0x1402>;(4) 
0x2651;:0;MOV	%EDI,%EAX;(4) 
0x2653;:0;AND	$-0x2,%EAX;(4) 
0x2656;:0;CLTQ;(4) 
0x2658;:0;MOVSD	(%RCX,%RAX,8),%XMM0;(4) 
0x265d;:0;MOVSD	(%RDX,%RAX,8),%XMM3;(4) 
0x2662;:0;MULSD	%XMM0,%XMM3;(4) 
0x2666;:0;MULSD	%XMM0,%XMM0;(4) 
0x266a;:0;ADDSD	%XMM3,%XMM2;(4) 
0x266e;:0;ADDSD	%XMM0,%XMM1;(4) 
0x2672;:0;SQRTSD	%XMM1,%XMM1;(4) 
0x2676;:0;MOVSD	0x28(%RSP),%XMM7;(4) 
0x267c;:0;MOVAPD	%XMM7,%XMM6;(4) 
0x2680;:0;DIVSD	%XMM2,%XMM6;(4) 
0x2684;:0;DIVSD	%XMM1,%XMM7;(4) 
0x2688;:0;MOVQ	%XMM6,%R12;(4) 
0x268d;:0;MOVAPD	%XMM6,%XMM1;(4) 
0x2691;:0;ADDSD	0x21bf(%RIP),%XMM1;(4) 
0x2699;:0;MOVAPD	%XMM7,%XMM2;(4) 
0x269d;:0;CMP	$0x1,%EBP;(4) 
0x26a0;:0;JE	2a0f <main+0x179f>;(4) 
0x26a6;:0;MOV	%EBP,%EDX;(4) 
0x26a8;:0;MOV	%RBX,%RSI;(4) 
0x26ab;:0;MOV	$0x2,%EDI;(4) 
0x26b0;:0;MOV	$0x2,%EAX;(4) 
0x26b5;:0;MOVSD	0xa8(%RSP),%XMM0;(4) 
0x26be;:0;MOVSD	%XMM2,(%RSP);(4) 
0x26c3;:0;MOVSD	%XMM1,0x10(%RSP);(4) 
0x26c9;:0;CALL	1170 <.plt.sec@start+0x60>;(4) 
0x26ce;:0;MOV	0x3974(%RIP),%EAX;(4) 
0x26d4;:0;SUB	0x3972(%RIP),%EAX;(4) 
0x26da;:0;MOVSD	0x10(%RSP),%XMM1;(4) 
0x26e0;:0;MOVSD	(%RSP),%XMM2;(4) 
0x26e5;:0;JS	272f <main+0x14bf>;(4) 
0x26e7;:0;MOV	0x398a(%RIP),%RDX;(4) 
0x26ee;:0;MOV	0x398b(%RIP),%RCX;(4) 
0x26f5;:0;CMP	$0x1,%EAX;(4) 
0x26f8;:0;JBE	2707 <main+0x1497>;(4) 
0x26fa;:0;LEA	0x8(%RDX),%RSI;(4) 
0x26fe;:0;CMP	%RSI,%RCX;(4) 
0x2701;:0;JNE	2930 <main+0x16c0>;(4) 
0x2707;:0;CLTQ;(4) 
0x2709;:0;LEA	0x8(,%RAX,8),%RSI;(4) 
0x2711;:0;XOR	%EAX,%EAX;(4) 
0x2713;:0;NOPL	(%RAX,%RAX,1);(4) 
0x2718;:0;MOVSD	(%RDX,%RAX,1),%XMM0;  (7) 
0x271d;:0;MULSD	%XMM2,%XMM0;  (7) 
0x2721;:0;MOVSD	%XMM0,(%RCX,%RAX,1);  (7) 
0x2726;:0;ADD	$0x8,%RAX;  (7) 
0x272a;:0;CMP	%RSI,%RAX;  (7) 
0x272d;:0;JNE	2718 <main+0x14a8>;  (7) 
0x272f;:0;ADD	$0x1,%EBP;(4) 
0x2732;:0;CMP	$0x4c,%EBP;(4) 
0x2735;:0;JNE	257c <main+0x130c>;(4) 
0x273b;:0;MOV	$0x1,%EDI;
0x2740;:0;MOVSD	%XMM1,(%RSP);
0x2745;:0;CALL	3e80 <_Z10timer_stopi>;
0x274a;:0;MOV	$0x1,%EDI;
0x274f;:0;CALL	3ef0 <_Z10timer_readi>;
0x2754;:0;XOR	%EAX,%EAX;
0x2756;:0;MOV	$0x2,%EDI;
0x275b;:0;LEA	0x1e25(%RIP),%RSI;
0x2762;:0;MOVSD	%XMM0,0x10(%RSP);
0x2768;:0;CALL	1170 <.plt.sec@start+0x60>;
0x276d;:0;MOVQ	%R12,%XMM2;
0x2772;:0;MOVSD	(%RSP),%XMM1;
0x2777;:0;ADDSD	0x20e1(%RIP),%XMM2;
0x277f;:0;MOVSD	0x20e1(%RIP),%XMM0;
0x2787;:0;ANDPD	0x2131(%RIP),%XMM2;
0x278f;:0;COMISD	%XMM2,%XMM0;
0x2793;:0;MOVSD	%XMM2,0x18(%RSP);
0x2799;:0;JB	2b8e <main+0x191e>;
0x279f;:0;LEA	0x1df7(%RIP),%RSI;
0x27a6;:0;MOV	$0x2,%EDI;
0x27ab;:0;XOR	%EAX,%EAX;
0x27ad;:0;CALL	1170 <.plt.sec@start+0x60>;
0x27b2;:0;MOVSD	(%RSP),%XMM1;
0x27b7;:0;MOV	$0x2,%EDI;
0x27bc;:0;LEA	0x1df4(%RIP),%RSI;
0x27c3;:0;MOV	$0x1,%EAX;
0x27c8;:0;MOVAPD	%XMM1,%XMM0;
0x27cc;:0;CALL	1170 <.plt.sec@start+0x60>;
0x27d1;:0;MOVSD	0x18(%RSP),%XMM2;
0x27d7;:0;MOV	$0x2,%EDI;
0x27dc;:0;LEA	0x1de9(%RIP),%RSI;
0x27e3;:0;MULSD	0x2085(%RIP),%XMM2;
0x27eb;:0;MOV	$0x1,%EAX;
0x27f0;:0;MOVAPD	%XMM2,%XMM0;
0x27f4;:0;CALL	1170 <.plt.sec@start+0x60>;
0x27f9;:0;MOV	$0x1,%EAX;
0x27fe;:0;MOVSD	0x10(%RSP),%XMM7;
0x2804;:0;PXOR	%XMM0,%XMM0;
0x2808;:0;COMISD	%XMM0,%XMM7;
0x280c;:0;JE	2b83 <main+0x1913>;
0x2812;:0;MOVSD	0x2066(%RIP),%XMM1;
0x281a;:0;DIVSD	%XMM7,%XMM1;
0x281e;:0;XOR	%R8D,%R8D;
0x2821;:0;XOR	%ECX,%ECX;
0x2823;:0;MOV	$0x4b,%R9D;
0x2829;:0;MOV	$0x42,%ESI;
0x282e;:0;LEA	0x1e01(%RIP),%RBX;
0x2835;:0;LEA	0x1e01(%RIP),%RDX;
0x283c;:0;PUSH	%RBX;
0x283d;:0;LEA	0x1e10(%RIP),%RBX;
0x2844;:0;LEA	0x1de8(%RIP),%RDI;
0x284b;:0;PUSH	%RDX;
0x284c;:0;PUSH	%RDX;
0x284d;:0;MOV	$0x124f8,%EDX;
0x2852;:0;PUSH	%RBX;
0x2853;:0;LEA	0x1e07(%RIP),%RBX;
0x285a;:0;PUSH	%RBX;
0x285b;:0;LEA	0x1e04(%RIP),%RBX;
0x2862;:0;PUSH	%RBX;
0x2863;:0;LEA	0x1e02(%RIP),%RBX;
0x286a;:0;PUSH	%RBX;
0x286b;:0;LEA	0x1e09(%RIP),%RBX;
0x2872;:0;PUSH	%RBX;
0x2873;:0;LEA	0x1e08(%RIP),%RBX;
0x287a;:0;PUSH	%RBX;
0x287b;:0;LEA	0x1e0c(%RIP),%RBX;
0x2882;:0;PUSH	%RBX;
0x2883;:0;PUSH	%RAX;
0x2884;:0;LEA	0x1e07(%RIP),%RAX;
0x288b;:0;PUSH	%RAX;
0x288c;:0;MOVSD	0x70(%RSP),%XMM0;
0x2892;:0;CALL	3700 <_Z15c_print_resultsPcciiiiddS_iS_S_S_S_S_S_S_S_S_S_>;
0x2897;:0;ADD	$0x60,%RSP;
0x289b;:0;CMPL	$0,0x378e(%RIP);
0x28a2;:0;JNE	2adc <main+0x186c>;
0x28a8;:0;MOV	0x188(%RSP),%RAX;(6) 
0x28b0;:0;SUB	%FS:0x28,%RAX;(6) 
0x28b9;:0;JNE	2ad7 <main+0x1867>;(6) 
0x28bf;:0;ADD	$0x198,%RSP;
0x28c6;:0;XOR	%EAX,%EAX;
0x28c8;:0;POP	%RBX;
0x28c9;:0;POP	%RBP;
0x28ca;:0;POP	%R12;
0x28cc;:0;POP	%R13;
0x28ce;:0;POP	%R14;
0x28d0;:0;POP	%R15;
0x28d2;:0;RET;
0x28d3;:0;MOV	0x40(%RSP),%R14D;
0x28d8;:0;MOV	0x54(%RSP),%R13D;
0x28dd;:0;TEST	%R14D,%R14D;
0x28e0;:0;JE	2dbe <main+0x1b4e>;
0x28e6;:0;MOV	0x20(%RSP),%RBX;
0x28eb;:0;MOV	0x30(%RSP),%RSI;
0x28f0;:0;XOR	%EAX,%EAX;
0x28f2;:0;MOV	%RBX,%RDX;
0x28f5;:0;SUB	%RSI,%RDX;
0x28f8;:0;CMP	$0x8,%RDX;
0x28fc;:0;JA	2d1a <main+0x1aaa>;
0x2902;:0;MOV	0x30(%RSP),%RSI;
0x2907;:0;MOV	0x20(%RSP),%RDX;
0x290c;:0;MOV	(%RSI,%RAX,4),%ECX;(13) 
0x290f;:0;SUB	%ECX,0x4(%RDX,%RAX,4);(13) 
0x2913;:0;ADD	$0x1,%RAX;(13) 
0x2917;:0;CMP	%EAX,%R14D;(13) 
0x291a;:0;JGE	290c <main+0x169c>;(13) 
0x291c;:0;JMP	226c <main+0xffc>;
0x2921;:0;XOR	%EAX,%EAX;
0x2923;:0;PXOR	%XMM0,%XMM0;
0x2927;:0;JMP	24b0 <main+0x1240>;
0x292c;:0;NOPL	(%RAX);
0x2930;:0;LEA	0x1(%RAX),%ESI;(4) 
0x2933;:0;MOVAPD	%XMM2,%XMM3;(4) 
0x2937;:0;XOR	%EAX,%EAX;(4) 
0x2939;:0;MOV	%ESI,%EDI;(4) 
0x293b;:0;UNPCKLPD	%XMM3,%XMM3;(4) 
0x293f;:0;SHR	$0x1,%EDI;(4) 
0x2941;:0;SAL	$0x4,%RDI;(4) 
0x2945;:0;MOVUPD	(%RDX,%RAX,1),%XMM0;  (8) 
0x294a;:0;MULPD	%XMM3,%XMM0;  (8) 
0x294e;:0;MOVUPS	%XMM0,(%RCX,%RAX,1);  (8) 
0x2952;:0;ADD	$0x10,%RAX;  (8) 
0x2956;:0;CMP	%RDI,%RAX;  (8) 
0x2959;:0;JNE	2945 <main+0x16d5>;  (8) 
0x295b;:0;MOV	%ESI,%EAX;(4) 
0x295d;:0;AND	$-0x2,%EAX;(4) 
0x2960;:0;AND	$0x1,%ESI;(4) 
0x2963;:0;JE	272f <main+0x14bf>;(4) 
0x2969;:0;CLTQ;(4) 
0x296b;:0;MULSD	(%RDX,%RAX,8),%XMM2;(4) 
0x2970;:0;MOVSD	%XMM2,(%RCX,%RAX,8);(4) 
0x2975;:0;JMP	272f <main+0x14bf>;(4) 
0x297a;:0;MOV	$0x2,%EDI;(4) 
0x297f;:0;CALL	3e30 <_Z11timer_starti>;(4) 
0x2984;:0;SUB	$0x8,%RSP;(4) 
0x2988;:0;MOV	0x36a1(%RIP),%R12D;(4) 
0x298f;:0;MOV	0x36da(%RIP),%R9;(4) 
0x2996;:0;MOV	0x36eb(%RIP),%R8;(4) 
0x299d;:0;MOV	0x36d4(%RIP),%RCX;(4) 
0x29a4;:0;PUSH	%R14;(4) 
0x29a6;:0;PUSHQ	0x36b4(%RIP);(4) 
0x29ac;:0;MOV	0x36cd(%RIP),%RDX;(4) 
0x29b3;:0;MOV	0x36f6(%RIP),%RSI;(4) 
0x29ba;:0;PUSHQ	0x36a8(%RIP);(4) 
0x29c0;:0;MOV	0x36f1(%RIP),%RDI;(4) 
0x29c7;:0;CALL	2fd0 <_ZL9conj_gradPKiS0_PKdPdS2_S3_S3_S3_S3_>;(4) 
0x29cc;:0;ADD	$0x20,%RSP;(4) 
0x29d0;:0;TEST	%R12D,%R12D;(4) 
0x29d3;:0;JE	25cf <main+0x135f>;(4) 
0x29d9;:0;MOV	$0x2,%EDI;(4) 
0x29de;:0;CALL	3e80 <_Z10timer_stopi>;(4) 
0x29e3;:0;MOV	0x365f(%RIP),%EAX;(4) 
0x29e9;:0;SUB	0x365d(%RIP),%EAX;(4) 
0x29ef;:0;JNS	25e1 <main+0x1371>;(4) 
0x29f5;:0;MOVSD	0x1e33(%RIP),%XMM1;(4) 
0x29fd;:0;MOVAPD	%XMM1,%XMM2;(4) 
0x2a01;:0;MOVQ	%XMM1,%R12;(4) 
0x2a06;:0;CMP	$0x1,%EBP;(4) 
0x2a09;:0;JNE	26a6 <main+0x1436>;(4) 
0x2a0f;:0;LEA	0x16e2(%RIP),%RSI;(4) 
0x2a16;:0;MOV	$0x2,%EDI;(4) 
0x2a1b;:0;XOR	%EAX,%EAX;(4) 
0x2a1d;:0;MOVSD	%XMM2,(%RSP);(4) 
0x2a22;:0;MOVSD	%XMM1,0x10(%RSP);(4) 
0x2a28;:0;CALL	1170 <.plt.sec@start+0x60>;(4) 
0x2a2d;:0;MOVSD	0x10(%RSP),%XMM1;(4) 
0x2a33;:0;MOV	$0x1,%EDX;(4) 
0x2a38;:0;MOVSD	0xa8(%RSP),%XMM0;(4) 
0x2a41;:0;MOV	%RBX,%RSI;(4) 
0x2a44;:0;MOV	$0x2,%EDI;(4) 
0x2a49;:0;MOV	$0x2,%EAX;(4) 
0x2a4e;:0;CALL	1170 <.plt.sec@start+0x60>;(4) 
0x2a53;:0;MOV	0x35ef(%RIP),%EAX;(4) 
0x2a59;:0;SUB	0x35ed(%RIP),%EAX;(4) 
0x2a5f;:0;MOVSD	0x10(%RSP),%XMM1;(4) 
0x2a65;:0;MOVSD	(%RSP),%XMM2;(4) 
0x2a6a;:0;JNS	26e7 <main+0x1477>;(4) 
0x2a70;:0;MOV	$0x2,%EBP;(4) 
0x2a75;:0;JMP	257c <main+0x130c>;(4) 
0x2a7a;:0;PXOR	%XMM1,%XMM1;(4) 
0x2a7e;:0;MOVAPD	%XMM1,%XMM2;(4) 
0x2a82;:0;JMP	2656 <main+0x13e6>;(4) 
0x2a87;:0;MOV	%EDX,%ECX;
0x2a89;:0;MOVAPD	%XMM2,%XMM3;
0x2a8d;:0;SHR	$0x1,%ECX;
0x2a8f;:0;UNPCKLPD	%XMM3,%XMM3;
0x2a93;:0;SAL	$0x4,%RCX;
0x2a97;:0;MOVUPD	(%R12,%RAX,1),%XMM0;(10) 
0x2a9d;:0;MULPD	%XMM3,%XMM0;(10) 
0x2aa1;:0;MOVUPS	%XMM0,(%RBP,%RAX,1);(10) 
0x2aa6;:0;ADD	$0x10,%RAX;(10) 
0x2aaa;:0;CMP	%RCX,%RAX;(10) 
0x2aad;:0;JNE	2a97 <main+0x1827>;(10) 
0x2aaf;:0;MOV	%EDX,%EAX;
0x2ab1;:0;AND	$-0x2,%EAX;
0x2ab4;:0;AND	$0x1,%DL;
0x2ab7;:0;JE	24ff <main+0x128f>;
0x2abd;:0;CLTQ;
0x2abf;:0;MULSD	(%R12,%RAX,8),%XMM2;
0x2ac5;:0;MOVSD	%XMM2,(%RBP,%RAX,8);
0x2acb;:0;JMP	24ff <main+0x128f>;
0x2ad0;:0;XOR	%EAX,%EAX;
0x2ad2;:0;JMP	24e7 <main+0x1277>;
0x2ad7;:0;CALL	1140 <.plt.sec@start+0x30>;(6) 
0x2adc;:0;MOV	$0x1,%EDI;(6) 
0x2ae1;:0;CALL	3ef0 <_Z10timer_readi>;(6) 
0x2ae6;:0;PXOR	%XMM1,%XMM1;(6) 
0x2aea;:0;COMISD	%XMM1,%XMM0;(6) 
0x2aee;:0;JNE	2af6 <main+0x1886>;(6) 
0x2af0;:0;MOVSD	0x28(%RSP),%XMM0;(6) 
0x2af6;:0;LEA	0x1bae(%RIP),%RSI;(6) 
0x2afd;:0;MOV	$0x2,%EDI;(6) 
0x2b02;:0;XOR	%EAX,%EAX;(6) 
0x2b04;:0;XOR	%EBX,%EBX;(6) 
0x2b06;:0;MOVSD	%XMM0,(%RSP);(6) 
0x2b0b;:0;LEA	0xb0(%RSP),%R13;(6) 
0x2b13;:0;LEA	0x1bb7(%RIP),%R12;(6) 
0x2b1a;:0;CALL	1170 <.plt.sec@start+0x60>;(6) 
0x2b1f;:0;MOVSD	0x1d61(%RIP),%XMM6;(6) 
0x2b27;:0;LEA	0x1b96(%RIP),%RBP;(6) 
0x2b2e;:0;MOVSD	%XMM6,0x10(%RSP);(6) 
0x2b34;:0;MOV	%EBX,%EDI;  (5) 
0x2b36;:0;CALL	3ef0 <_Z10timer_readi>;  (5) 
0x2b3b;:0;TEST	%RBX,%RBX;  (5) 
0x2b3e;:0;JE	2c2f <main+0x19bf>;  (5) 
0x2b44;:0;MOVSD	0x10(%RSP),%XMM1;  (5) 
0x2b4a;:0;DIVSD	(%RSP),%XMM1;  (5) 
0x2b4f;:0;MULSD	%XMM0,%XMM1;  (5) 
0x2b53;:0;MOV	(%R13,%RBX,8),%RDX;  (5) 
0x2b58;:0;MOV	%R12,%RSI;  (5) 
0x2b5b;:0;MOV	$0x2,%EDI;  (5) 
0x2b60;:0;MOV	$0x2,%EAX;  (5) 
0x2b65;:0;MOVSD	%XMM0,0x18(%RSP);  (5) 
0x2b6b;:0;CALL	1170 <.plt.sec@start+0x60>;  (5) 
0x2b70;:0;CMP	$0x2,%RBX;  (5) 
0x2b74;:0;MOVSD	0x18(%RSP),%XMM0;  (5) 
0x2b7a;:0;JE	2bea <main+0x197a>;  (5) 
0x2b7c;:0;MOV	$0x2,%EBX;  (5) 
0x2b81;:0;JMP	2b34 <main+0x18c4>;  (5) 
0x2b83;:0;MOVSD	0x10(%RSP),%XMM1;
0x2b89;:0;JMP	281e <main+0x15ae>;
0x2b8e;:0;LEA	0x1a4c(%RIP),%RSI;
0x2b95;:0;MOV	$0x2,%EDI;
0x2b9a;:0;XOR	%EAX,%EAX;
0x2b9c;:0;MOVSD	%XMM1,(%RSP);
0x2ba1;:0;CALL	1170 <.plt.sec@start+0x60>;
0x2ba6;:0;MOVSD	(%RSP),%XMM1;
0x2bab;:0;MOV	$0x2,%EDI;
0x2bb0;:0;LEA	0x1a40(%RIP),%RSI;
0x2bb7;:0;MOV	$0x1,%EAX;
0x2bbc;:0;MOVAPD	%XMM1,%XMM0;
0x2bc0;:0;CALL	1170 <.plt.sec@start+0x60>;
0x2bc5;:0;MOV	$0x2,%EDI;
0x2bca;:0;MOV	$0x1,%EAX;
0x2bcf;:0;MOVSD	0x1ca1(%RIP),%XMM0;
0x2bd7;:0;LEA	0x1a37(%RIP),%RSI;
0x2bde;:0;CALL	1170 <.plt.sec@start+0x60>;
0x2be3;:0;XOR	%EAX,%EAX;
0x2be5;:0;JMP	27fe <main+0x158e>;
0x2bea;:0;MOVAPD	%XMM0,%XMM2;(6) 
0x2bee;:0;MOVSD	(%RSP),%XMM0;(6) 
0x2bf3;:0;MOVSD	0x10(%RSP),%XMM1;(6) 
0x2bf9;:0;LEA	0x1ae9(%RIP),%RDX;(6) 
0x2c00;:0;LEA	0x1ae7(%RIP),%RSI;(6) 
0x2c07;:0;MOV	$0x2,%EDI;(6) 
0x2c0c;:0;MOV	$0x2,%EAX;(6) 
0x2c11;:0;MOVAPD	%XMM0,%XMM3;(6) 
0x2c15;:0;SUBSD	%XMM2,%XMM3;(6) 
0x2c19;:0;MULSD	%XMM3,%XMM1;(6) 
0x2c1d;:0;DIVSD	%XMM0,%XMM1;(6) 
0x2c21;:0;MOVAPD	%XMM3,%XMM0;(6) 
0x2c25;:0;CALL	1170 <.plt.sec@start+0x60>;(6) 
0x2c2a;:0;JMP	28a8 <main+0x1638>;(6) 
